gene_id	gene_name	gene_type	chr	start	end
ENSG00000197044.10	ZNF441	protein_coding	chr19	11767000	11784078
ENSG00000177599.12	ZNF491	protein_coding	chr19	11797667	11809622
ENSG00000171295.12	ZNF440	protein_coding	chr19	11814284	11835201
ENSG00000171291.8	ZNF439	protein_coding	chr19	11848726	11883750
ENSG00000198429.9	ZNF69	protein_coding	chr19	11887784	11914329
ENSG00000196757.7	ZNF700	protein_coding	chr19	11925068	11950773
ENSG00000267179.1	AC008770.2	protein_coding	chr19	11925075	11979290
ENSG00000197054.11	ZNF763	protein_coding	chr19	11965037	11980381
ENSG00000197647.11	ZNF433	protein_coding	chr19	12014732	12035741
ENSG00000257446.3	ZNF878	protein_coding	chr19	12043805	12052939
ENSG00000223547.9	ZNF844	protein_coding	chr19	12064699	12081565
ENSG00000214189.9	ZNF788P	transcribed_unprocessed_pseudogene	chr19	12092263	12137235
ENSG00000132010.15	ZNF20	protein_coding	chr19	12092843	12140407
ENSG00000257591.5	ZNF625	protein_coding	chr19	12142090	12156729
ENSG00000196646.11	ZNF136	protein_coding	chr19	12163064	12189881
ENSG00000197857.13	ZNF44	protein_coding	chr19	12224686	12294887
ENSG00000188868.13	ZNF563	protein_coding	chr19	12317477	12333720
ENSG00000198342.9	ZNF442	protein_coding	chr19	12345949	12365905
ENSG00000196466.10	ZNF799	protein_coding	chr19	12390016	12401271
ENSG00000180855.15	ZNF443	protein_coding	chr19	12429707	12441112
ENSG00000242852.6	ZNF709	protein_coding	chr19	12461184	12513854
ENSG00000249709.7	ZNF564	protein_coding	chr19	12525370	12551542
ENSG00000188033.9	ZNF490	protein_coding	chr19	12577961	12640098
ENSG00000173875.13	ZNF791	protein_coding	chr19	12610918	12633840
ENSG00000171223.5	JUNB	protein_coding	chr19	12791496	12793315
ENSG00000105610.5	KLF1	protein_coding	chr19	12884422	12887199
ENSG00000008441.16	NFIX	protein_coding	chr19	12995608	13098796
ENSG00000104903.4	LYL1	protein_coding	chr19	13099033	13103161
ENSG00000132024.17	CC2D1A	protein_coding	chr19	13906201	13930879
ENSG00000132005.8	RFX1	protein_coding	chr19	13961538	14007039
ENSG00000160961.11	ZNF333	protein_coding	chr19	14689801	14733746
ENSG00000105127.8	AKAP8	protein_coding	chr19	15353385	15379798
ENSG00000011243.17	AKAP8L	protein_coding	chr19	15380048	15419141
ENSG00000011451.19	WIZ	protein_coding	chr19	15419980	15449951
ENSG00000127528.5	KLF2	protein_coding	chr19	16324817	16327874
ENSG00000160113.5	NR2F6	protein_coding	chr19	17231883	17245940
ENSG00000130522.5	JUND	protein_coding	chr19	18279760	18281622
ENSG00000213999.15	MEF2B	protein_coding	chr19	19145568	19170289
ENSG00000064489.22	BORCS8-MEF2B	protein_coding	chr19	19145567	19192158
ENSG00000167491.17	GATAD2A	protein_coding	chr19	19385826	19508931
ENSG00000105717.13	PBX4	protein_coding	chr19	19561707	19618916
ENSG00000181896.11	ZNF101	protein_coding	chr19	19668796	19683509
ENSG00000105708.8	ZNF14	protein_coding	chr19	19710471	19733097
ENSG00000081665.13	ZNF506	protein_coding	chr19	19785839	19821751
ENSG00000256771.3	ZNF253	protein_coding	chr19	19865886	19894674
ENSG00000184635.15	ZNF93	protein_coding	chr19	19900913	19963464
ENSG00000197124.11	ZNF682	protein_coding	chr19	19997058	20039506
ENSG00000213988.10	ZNF90	protein_coding	chr19	20077994	20127076
ENSG00000256229.7	ZNF486	protein_coding	chr19	20167228	20200490
ENSG00000237440.8	ZNF737	protein_coding	chr19	20535825	20565809
ENSG00000188171.15	ZNF626	protein_coding	chr19	20620061	20661596
ENSG00000160229.11	ZNF66	protein_coding	chr19	20776304	20807322
ENSG00000105750.14	ZNF85	protein_coding	chr19	20923222	20950697
ENSG00000118620.12	ZNF430	protein_coding	chr19	21020620	21060050
ENSG00000160352.15	ZNF714	protein_coding	chr19	21082159	21125270
ENSG00000196705.8	ZNF431	protein_coding	chr19	21142024	21196053
ENSG00000182141.10	ZNF708	protein_coding	chr19	21291160	21329425
ENSG00000196268.11	ZNF493	protein_coding	chr19	21397119	21427573
ENSG00000197013.9	ZNF429	protein_coding	chr19	21496682	21556270
ENSG00000197020.10	ZNF100	protein_coding	chr19	21722766	21767628
ENSG00000198521.11	ZNF43	protein_coding	chr19	21804949	21852125
ENSG00000160321.14	ZNF208	protein_coding	chr19	21932958	22010949
ENSG00000197134.11	ZNF257	protein_coding	chr19	22052452	22091480
ENSG00000196109.7	ZNF676	protein_coding	chr19	22179091	22215775
ENSG00000196350.8	ZNF729	protein_coding	chr19	22286408	22317176
ENSG00000197360.9	ZNF98	protein_coding	chr19	22391019	22532485
ENSG00000229676.2	ZNF492	protein_coding	chr19	22634324	22667670
ENSG00000213973.8	ZNF99	protein_coding	chr19	22752183	22784107
ENSG00000269067.1	ZNF728	protein_coding	chr19	22975468	23003176
ENSG00000183850.13	ZNF730	protein_coding	chr19	23075210	23147219
ENSG00000196081.9	ZNF724	protein_coding	chr19	23221599	23250390
ENSG00000167232.13	ZNF91	protein_coding	chr19	23304991	23395560
ENSG00000197372.9	ZNF675	protein_coding	chr19	23525631	23687220
ENSG00000196172.9	ZNF681	protein_coding	chr19	23739195	23758891
ENSG00000213967.10	ZNF726	protein_coding	chr19	23914876	23945159
ENSG00000213096.10	ZNF254	protein_coding	chr19	24033405	24129961
ENSG00000198597.8	ZNF536	protein_coding	chr19	30228290	30713538
ENSG00000121297.6	TSHZ3	protein_coding	chr19	31274945	31349547
ENSG00000168813.16	ZNF507	protein_coding	chr19	32345594	32387667
ENSG00000245848.2	CEBPA	protein_coding	chr19	33299934	33302564
ENSG00000153879.8	CEBPG	protein_coding	chr19	33373330	33382686
ENSG00000089335.20	ZNF302	protein_coding	chr19	34677639	34686397
ENSG00000197841.14	ZNF181	protein_coding	chr19	34734155	34745378
ENSG00000153896.17	ZNF599	protein_coding	chr19	34758076	34773229
ENSG00000168661.14	ZNF30	protein_coding	chr19	34926903	34945170
ENSG00000180884.9	ZNF792	protein_coding	chr19	34956354	34964049
ENSG00000105698.15	USF2	protein_coding	chr19	35268978	35279821
ENSG00000105672.14	ETV2	protein_coding	chr19	35641745	35644871
ENSG00000011590.13	ZBTB32	protein_coding	chr19	35704527	35717038
ENSG00000272333.5	KMT2B	protein_coding	chr19	35718019	35738878
ENSG00000161277.10	THAP8	protein_coding	chr19	36034985	36054762
ENSG00000105261.7	OVOL3	protein_coding	chr19	36111151	36113711
ENSG00000196357.11	ZNF565	protein_coding	chr19	36182060	36246257
ENSG00000167635.11	ZNF146	protein_coding	chr19	36214602	36238774
ENSG00000142065.13	ZFP14	protein_coding	chr19	36334453	36379199
ENSG00000181007.8	ZFP82	protein_coding	chr19	36383120	36418656
ENSG00000186017.14	ZNF566	protein_coding	chr19	36445119	36489902
ENSG00000254004.6	ZNF260	protein_coding	chr19	36510695	36528660
ENSG00000186020.12	ZNF529	protein_coding	chr19	36534774	36605276
ENSG00000161298.17	ZNF382	protein_coding	chr19	36604817	36634113
ENSG00000197808.11	ZNF461	protein_coding	chr19	36637192	36666853
ENSG00000189042.13	ZNF567	protein_coding	chr19	36687612	36727701
ENSG00000267041.5	ZNF850	protein_coding	chr19	36714383	36772825
ENSG00000197863.8	ZNF790	protein_coding	chr19	36817428	36850787
ENSG00000251247.10	ZNF345	protein_coding	chr19	36850361	36913029
ENSG00000185869.14	ZNF829	protein_coding	chr19	36888124	36916291
ENSG00000198453.12	ZNF568	protein_coding	chr19	36916329	36998700
ENSG00000197050.10	ZNF420	protein_coding	chr19	37007857	37130314
ENSG00000196967.10	ZNF585A	protein_coding	chr19	37106734	37172741
ENSG00000245680.9	ZNF585B	protein_coding	chr19	37181579	37218153
ENSG00000188283.11	ZNF383	protein_coding	chr19	37217926	37248738
ENSG00000181666.17	HKR1	protein_coding	chr19	37312837	37369365
ENSG00000189164.14	ZNF527	protein_coding	chr19	37371061	37393066
ENSG00000196437.10	ZNF569	protein_coding	chr19	37411155	37469275
ENSG00000171827.10	ZNF570	protein_coding	chr19	37467585	37488652
ENSG00000188227.12	ZNF793	protein_coding	chr19	37506939	37548762
ENSG00000180479.13	ZNF571	protein_coding	chr19	37554782	37594790
ENSG00000171817.16	ZNF540	protein_coding	chr19	37551406	37614097
ENSG00000120784.16	ZFP30	protein_coding	chr19	37613749	37692337
ENSG00000196381.10	ZNF781	protein_coding	chr19	37667751	37692322
ENSG00000198182.12	ZNF607	protein_coding	chr19	37696363	37719790
ENSG00000189144.13	ZNF573	protein_coding	chr19	37735833	37817300
ENSG00000011332.19	DPF1	protein_coding	chr19	38211006	38229714
ENSG00000213921.7	LEUTX	protein_coding	chr19	39776595	39786167
ENSG00000187187.13	ZNF546	protein_coding	chr19	39984134	40021041
ENSG00000128000.15	ZNF780B	protein_coding	chr19	40028260	40056209
ENSG00000197782.14	ZNF780A	protein_coding	chr19	40069152	40090938
ENSG00000142025.15	DMRTC2	protein_coding	chr19	41844743	41852333
ENSG00000105732.12	ZNF574	protein_coding	chr19	42068477	42081549
ENSG00000028277.21	POU2F2	protein_coding	chr19	42086110	42196585
ENSG00000167625.10	ZNF526	protein_coding	chr19	42220271	42228201
ENSG00000105722.9	ERF	protein_coding	chr19	42247572	42255157
ENSG00000079432.7	CIC	protein_coding	chr19	42268537	42295797
ENSG00000176472.10	ZNF575	protein_coding	chr19	43525497	43536130
ENSG00000124444.15	ZNF576	protein_coding	chr19	43596392	43601157
ENSG00000131116.11	ZNF428	protein_coding	chr19	43607219	43619874
ENSG00000167637.16	ZNF283	protein_coding	chr19	43827292	43852017
ENSG00000176222.8	ZNF404	protein_coding	chr19	43872363	43901385
ENSG00000124459.11	ZNF45	protein_coding	chr19	43912629	43935278
ENSG00000159905.14	ZNF221	protein_coding	chr19	43951223	43967709
ENSG00000204920.10	ZNF155	protein_coding	chr19	43967862	43998325
ENSG00000159882.12	ZNF230	protein_coding	chr19	44002948	44013926
ENSG00000159885.13	ZNF222	protein_coding	chr19	44025342	44033112
ENSG00000178386.12	ZNF223	protein_coding	chr19	44051367	44067991
ENSG00000186026.6	ZNF284	protein_coding	chr19	44072144	44089613
ENSG00000267680.5	ZNF224	protein_coding	chr19	44094339	44109886
ENSG00000256294.7	ZNF225	protein_coding	chr19	44112181	44134816
ENSG00000263002.7	ZNF234	protein_coding	chr19	44141557	44160309
ENSG00000167380.16	ZNF226	protein_coding	chr19	44165073	44178381
ENSG00000131115.15	ZNF227	protein_coding	chr19	44207547	44237268
ENSG00000159915.12	ZNF233	protein_coding	chr19	44259880	44275317
ENSG00000159917.16	ZNF235	protein_coding	chr19	44228729	44305046
ENSG00000062370.16	ZNF112	protein_coding	chr19	44326555	44367217
ENSG00000267508.5	ZNF285	protein_coding	chr19	44382298	44401608
ENSG00000278318.4	ZNF229	protein_coding	chr19	44417519	44448578
ENSG00000167384.10	ZNF180	protein_coding	chr19	44474428	44500524
ENSG00000104856.13	RELB	protein_coding	chr19	45001430	45038198
ENSG00000170684.8	ZNF296	protein_coding	chr19	45071500	45076588
ENSG00000125740.13	FOSB	protein_coding	chr19	45467995	45475179
ENSG00000177045.8	SIX5	protein_coding	chr19	45764785	45769226
ENSG00000170608.2	FOXA3	protein_coding	chr19	45863989	45873797
ENSG00000176182.5	MYPOP	protein_coding	chr19	45890020	45902604
ENSG00000124440.15	HIF3A	protein_coding	chr19	46297046	46343433
ENSG00000160007.18	ARHGAP35	protein_coding	chr19	46918676	47005077
ENSG00000130751.9	NPAS1	protein_coding	chr19	47019820	47045775
ENSG00000105419.17	MEIS3	protein_coding	chr19	47403124	47419523
ENSG00000118156.12	ZNF541	protein_coding	chr19	47520685	47555856
ENSG00000178928.8	TPRX1	protein_coding	chr19	47801243	47819051
ENSG00000105392.15	CRX	protein_coding	chr19	47819779	47843330
ENSG00000178150.9	ZNF114	protein_coding	chr19	48270102	48287608
ENSG00000105516.10	DBP	protein_coding	chr19	48630030	48637438
ENSG00000074219.13	TEAD2	protein_coding	chr19	49340595	49362457
ENSG00000126464.13	PRR12	protein_coding	chr19	49591643	49626439
ENSG00000126456.15	IRF3	protein_coding	chr19	49659569	49665875
ENSG00000169136.10	ATF5	protein_coding	chr19	49928702	49933935
ENSG00000142528.15	ZNF473	protein_coding	chr19	50025714	50053414
ENSG00000131408.13	NR1H2	protein_coding	chr19	50329653	50382982
ENSG00000269404.6	SPIB	protein_coding	chr19	50418938	50431313
ENSG00000105497.7	ZNF175	protein_coding	chr19	51571298	51592508
ENSG00000161551.14	ZNF577	protein_coding	chr19	51804816	51890950
ENSG00000198093.10	ZNF649	protein_coding	chr19	51889224	51905040
ENSG00000176024.17	ZNF613	protein_coding	chr19	51927147	51948759
ENSG00000256683.6	ZNF350	protein_coding	chr19	51964343	51986856
ENSG00000197619.13	ZNF615	protein_coding	chr19	51991332	52008230
ENSG00000142556.18	ZNF614	protein_coding	chr19	52012765	52030240
ENSG00000256087.6	ZNF432	protein_coding	chr19	52031379	52095738
ENSG00000197608.11	ZNF841	protein_coding	chr19	52064466	52095765
ENSG00000204611.6	ZNF616	protein_coding	chr19	52113091	52139922
ENSG00000196267.12	ZNF836	protein_coding	chr19	52153864	52171643
ENSG00000196214.10	ZNF766	protein_coding	chr19	52269571	52296046
ENSG00000198464.13	ZNF480	protein_coding	chr19	52297177	52325922
ENSG00000167554.14	ZNF610	protein_coding	chr19	52336245	52367778
ENSG00000221923.8	ZNF880	protein_coding	chr19	52369917	52385795
ENSG00000167555.13	ZNF528	protein_coding	chr19	52397849	52418412
ENSG00000198633.10	ZNF534	protein_coding	chr19	52429187	52452315
ENSG00000258405.9	ZNF578	protein_coding	chr19	52453576	52512154
ENSG00000198482.11	ZNF808	protein_coding	chr19	52527652	52564464
ENSG00000167562.12	ZNF701	protein_coding	chr19	52555457	52587174
ENSG00000167766.18	ZNF83	protein_coding	chr19	52594060	52690496
ENSG00000213020.9	ZNF611	protein_coding	chr19	52702813	52735073
ENSG00000189190.10	ZNF600	protein_coding	chr19	52749942	52786807
ENSG00000198538.10	ZNF28	protein_coding	chr19	52797409	52857600
ENSG00000204604.10	ZNF468	protein_coding	chr19	52838008	52890375
ENSG00000182986.13	ZNF320	protein_coding	chr19	52863790	52897693
ENSG00000213793.5	ZNF888	protein_coding	chr19	52904417	52923481
ENSG00000180257.13	ZNF816	protein_coding	chr19	52949379	52962911
ENSG00000170949.17	ZNF160	protein_coding	chr19	53066606	53103436
ENSG00000170954.11	ZNF415	protein_coding	chr19	53107879	53133077
ENSG00000197937.12	ZNF347	protein_coding	chr19	53124072	53159075
ENSG00000197497.10	ZNF665	protein_coding	chr19	53159213	53193386
ENSG00000197928.10	ZNF677	protein_coding	chr19	53235381	53254898
ENSG00000213799.12	ZNF845	protein_coding	chr19	53333746	53356906
ENSG00000203326.11	ZNF525	protein_coding	chr19	53365693	53392217
ENSG00000196417.12	ZNF765	protein_coding	chr19	53389793	53430413
ENSG00000160336.14	ZNF761	protein_coding	chr19	53431993	53458261
ENSG00000198346.10	ZNF813	protein_coding	chr19	53467735	53496255
ENSG00000130844.17	ZNF331	protein_coding	chr19	53519527	53580269
ENSG00000204595.1	DPRX	protein_coding	chr19	53632056	53637009
ENSG00000197483.9	ZNF628	protein_coding	chr19	55476332	55484487
ENSG00000218891.4	ZNF579	protein_coding	chr19	55576770	55580845
ENSG00000179943.7	FIZ1	protein_coding	chr19	55591371	55601970
ENSG00000171443.6	ZNF524	protein_coding	chr19	55600022	55603138
ENSG00000261221.3	ZNF865	protein_coding	chr19	55605405	55617269
ENSG00000179922.5	ZNF784	protein_coding	chr19	55620742	55624601
ENSG00000213015.8	ZNF580	protein_coding	chr19	55635016	55643469
ENSG00000171425.9	ZNF581	protein_coding	chr19	55635459	55645622
ENSG00000142409.5	ZNF787	protein_coding	chr19	56087366	56121280
ENSG00000167685.14	ZNF444	protein_coding	chr19	56132599	56160893
ENSG00000197213.9	ZSCAN5B	protein_coding	chr19	56189570	56197920
ENSG00000204532.6	ZSCAN5C	protein_coding	chr19	56202301	56209452
ENSG00000131848.9	ZSCAN5A	protein_coding	chr19	56219670	56368383
ENSG00000018869.16	ZNF582	protein_coding	chr19	56375846	56393545
ENSG00000198440.9	ZNF583	protein_coding	chr19	56397966	56436035
ENSG00000198046.11	ZNF667	protein_coding	chr19	56439325	56478065
ENSG00000196263.7	ZNF471	protein_coding	chr19	56507843	56530221
ENSG00000196867.7	ZFP28	protein_coding	chr19	56538948	56556810
ENSG00000197016.11	ZNF470	protein_coding	chr19	56567511	56588911
ENSG00000197951.9	ZNF71	protein_coding	chr19	56595264	56626481
ENSG00000127903.13	ZNF835	protein_coding	chr19	56661981	56671783
ENSG00000269699.6	ZIM2	protein_coding	chr19	56774547	56840729
ENSG00000198300.13	PEG3	protein_coding	chr19	56810077	56840728
ENSG00000141946.1	ZIM3	protein_coding	chr19	57134096	57145202
ENSG00000258873.2	DUXA	protein_coding	chr19	57154021	57167443
ENSG00000083844.10	ZNF264	protein_coding	chr19	57191500	57222846
ENSG00000204524.6	ZNF805	protein_coding	chr19	57240685	57255135
ENSG00000197714.8	ZNF460	protein_coding	chr19	57280051	57293569
ENSG00000178229.7	ZNF543	protein_coding	chr19	57320509	57330776
ENSG00000131845.14	ZNF304	protein_coding	chr19	57351307	57359898
ENSG00000152433.14	ZNF547	protein_coding	chr19	57363477	57379565
ENSG00000188785.11	ZNF548	protein_coding	chr19	57389850	57402992
ENSG00000186272.12	ZNF17	protein_coding	chr19	57411163	57421939
ENSG00000186230.6	ZNF749	protein_coding	chr19	57435329	57445485
ENSG00000197128.11	ZNF772	protein_coding	chr19	57466663	57477570
ENSG00000105136.20	ZNF419	protein_coding	chr19	57487711	57496097
ENSG00000152439.12	ZNF773	protein_coding	chr19	57499915	57518404
ENSG00000121406.8	ZNF549	protein_coding	chr19	57527325	57557542
ENSG00000251369.8	ZNF550	protein_coding	chr19	57535257	57559863
ENSG00000083817.8	ZNF416	protein_coding	chr19	57571566	57578927
ENSG00000171649.11	ZIK1	protein_coding	chr19	57578456	57593777
ENSG00000183647.10	ZNF530	protein_coding	chr19	57599885	57612722
ENSG00000213762.11	ZNF134	protein_coding	chr19	57614233	57624723
ENSG00000121417.13	ZNF211	protein_coding	chr19	57630395	57642779
ENSG00000180532.10	ZSCAN4	protein_coding	chr19	57668935	57679152
ENSG00000204519.10	ZNF551	protein_coding	chr19	57681969	57717301
ENSG00000179909.15	ZNF154	protein_coding	chr19	57697367	57709194
ENSG00000083814.13	ZNF671	protein_coding	chr19	57719751	57727624
ENSG00000152443.12	ZNF776	protein_coding	chr19	57746796	57758159
ENSG00000083828.15	ZNF586	protein_coding	chr19	57769655	57819939
ENSG00000178935.5	ZNF552	protein_coding	chr19	57803841	57814913
ENSG00000269343.6	ZNF587B	protein_coding	chr19	57819741	57846238
ENSG00000198466.11	ZNF587	protein_coding	chr19	57849857	57865112
ENSG00000204514.9	ZNF814	protein_coding	chr19	57848731	57889074
ENSG00000173480.10	ZNF417	protein_coding	chr19	57900296	57916610
ENSG00000196724.12	ZNF418	protein_coding	chr19	57921884	57935393
ENSG00000152454.3	ZNF256	protein_coding	chr19	57940833	57947675
ENSG00000166704.11	ZNF606	protein_coding	chr19	57977053	58003349
ENSG00000152467.9	ZSCAN1	protein_coding	chr19	58034032	58054631
ENSG00000176293.19	ZNF135	protein_coding	chr19	58059239	58086310
ENSG00000121413.12	ZSCAN18	protein_coding	chr19	58083838	58118427
ENSG00000181894.14	ZNF329	protein_coding	chr19	58126252	58155110
ENSG00000171606.17	ZNF274	protein_coding	chr19	58183029	58213562
ENSG00000198131.13	ZNF544	protein_coding	chr19	58228594	58277495
ENSG00000278129.1	ZNF8	protein_coding	chr19	58278951	58302805
ENSG00000182318.5	ZSCAN22	protein_coding	chr19	58327019	58342332
ENSG00000174586.10	ZNF497	protein_coding	chr19	58354357	58362848
ENSG00000152475.6	ZNF837	protein_coding	chr19	58367618	58381060
ENSG00000171574.17	ZNF584	protein_coding	chr19	58401504	58418327
ENSG00000131849.11	ZNF132	protein_coding	chr19	58432814	58440222
ENSG00000249471.7	ZNF324B	protein_coding	chr19	58451604	58457833
ENSG00000083812.11	ZNF324	protein_coding	chr19	58467045	58475436
ENSG00000083838.15	ZNF446	protein_coding	chr19	58474017	58481230
ENSG00000119574.12	ZBTB45	protein_coding	chr19	58513530	58538911
ENSG00000099326.8	MZF1	protein_coding	chr19	58561931	58573575
ENSG00000177732.8	SOX12	protein_coding	chr20	325595	330224
ENSG00000125826.20	RBCK1	protein_coding	chr20	407498	430966
ENSG00000125878.6	TCF15	protein_coding	chr20	603797	610398
ENSG00000215397.3	SCRT2	protein_coding	chr20	661596	676179
ENSG00000088876.11	ZNF343	protein_coding	chr20	2481817	2524702
ENSG00000088881.20	EBF4	protein_coding	chr20	2692878	2760108
ENSG00000125817.7	CENPB	protein_coding	chr20	3783851	3786690
ENSG00000125850.10	OVOL2	protein_coding	chr20	17956979	18059188
ENSG00000125846.15	ZNF133	protein_coding	chr20	18288283	18316996
ENSG00000173404.4	INSM1	protein_coding	chr20	20368121	20370949
ENSG00000125816.4	NKX2-4	protein_coding	chr20	21395367	21398028
ENSG00000125820.5	NKX2-2	protein_coding	chr20	21511010	21514026
ENSG00000125813.13	PAX1	protein_coding	chr20	21705659	21718486
ENSG00000125798.14	FOXA2	protein_coding	chr20	22581005	22585455
ENSG00000125812.15	GZF1	protein_coding	chr20	23362182	23373063
ENSG00000100987.14	VSX1	protein_coding	chr20	25070885	25082365
ENSG00000130684.13	ZNF337	protein_coding	chr20	25674215	25696841
ENSG00000179772.7	FOXS1	protein_coding	chr20	31844301	31845619
ENSG00000126003.6	PLAGL2	protein_coding	chr20	32192503	32207791
ENSG00000101412.12	E2F1	protein_coding	chr20	33675683	33686404
ENSG00000131061.13	ZNF341	protein_coding	chr20	33731657	33792269
ENSG00000025293.16	PHF20	protein_coding	chr20	35771974	35950381
ENSG00000118707.9	TGIF2	protein_coding	chr20	36573488	36593950
ENSG00000204103.3	MAFB	protein_coding	chr20	40685848	40689240
ENSG00000174306.21	ZHX3	protein_coding	chr20	41178448	41317672
ENSG00000185513.16	L3MBTL1	protein_coding	chr20	43489442	43550950
ENSG00000101057.15	MYBL2	protein_coding	chr20	43667019	43716496
ENSG00000101076.16	HNF4A	protein_coding	chr20	44355700	44434596
ENSG00000124232.10	RBPJL	protein_coding	chr20	45306851	45317824
ENSG00000101457.12	DNTTIP1	protein_coding	chr20	45791937	45811427
ENSG00000198026.7	ZNF335	protein_coding	chr20	45948653	45972172
ENSG00000198185.11	ZNF334	protein_coding	chr20	46499630	46513559
ENSG00000124151.18	NCOA3	protein_coding	chr20	47501902	47656877
ENSG00000124216.3	SNAI1	protein_coding	chr20	49982999	49988886
ENSG00000172216.5	CEBPB	protein_coding	chr20	50190734	50192689
ENSG00000101126.16	ADNP	protein_coding	chr20	50888916	50931421
ENSG00000101096.19	NFATC2	protein_coding	chr20	51386957	51562831
ENSG00000101115.12	SALL4	protein_coding	chr20	51782331	51802520
ENSG00000020256.19	ZFP64	protein_coding	chr20	52051663	52204308
ENSG00000182463.15	TSHZ2	protein_coding	chr20	52972407	53495330
ENSG00000171940.13	ZNF217	protein_coding	chr20	53567065	53609907
ENSG00000087510.6	TFAP2C	protein_coding	chr20	56629302	56639283
ENSG00000124092.12	CTCFL	protein_coding	chr20	57495966	57525652
ENSG00000124203.6	ZNF831	protein_coding	chr20	59123381	59259113
ENSG00000130700.6	GATA5	protein_coding	chr20	62463497	62475970
ENSG00000101190.12	TCFL5	protein_coding	chr20	62841115	62861763
ENSG00000125533.5	BHLHE23	protein_coding	chr20	63005927	63007035
ENSG00000101216.10	GMEB2	protein_coding	chr20	63587602	63627041
ENSG00000197114.11	ZGPAT	protein_coding	chr20	63707465	63736142
ENSG00000125520.13	SLC2A4RG	protein_coding	chr20	63739861	63743505
ENSG00000130584.10	ZBTB46	protein_coding	chr20	63743666	63831244
ENSG00000196700.8	ZNF512B	protein_coding	chr20	63956702	63969865
ENSG00000203883.6	SOX18	protein_coding	chr20	64047582	64049641
ENSG00000196132.12	MYT1	protein_coding	chr20	64102394	64242253
ENSG00000154727.10	GABPA	protein_coding	chr21	25734570	25772460
ENSG00000156273.15	BACH1	protein_coding	chr21	29194071	29630751
ENSG00000205927.4	OLIG2	protein_coding	chr21	33025845	33029196
ENSG00000184221.12	OLIG1	protein_coding	chr21	33070144	33072420
ENSG00000159140.19	SON	protein_coding	chr21	33542618	33577481
ENSG00000159216.18	RUNX1	protein_coding	chr21	34787801	36004667
ENSG00000159263.15	SIM2	protein_coding	chr21	36699133	36749917
ENSG00000157554.18	ERG	protein_coding	chr21	38380027	38661780
ENSG00000157557.11	ETS2	protein_coding	chr21	38805307	38824955
ENSG00000141956.13	PRDM15	protein_coding	chr21	41798225	41879482
ENSG00000173276.13	ZBTB21	protein_coding	chr21	41986831	42010387
ENSG00000160199.14	PKNOX1	protein_coding	chr21	42974510	43033931
ENSG00000160224.16	AIRE	protein_coding	chr21	44285838	44298648
ENSG00000063515.2	GSC2	protein_coding	chr22	19148576	19150283
ENSG00000184058.14	TBX1	protein_coding	chr22	19756703	19783593
ENSG00000185252.18	ZNF74	protein_coding	chr22	20394115	20408461
ENSG00000184436.11	THAP7	protein_coding	chr22	20999104	21002196
ENSG00000169635.9	HIC2	protein_coding	chr22	21417404	21451463
ENSG00000275004.3	ZNF280B	protein_coding	chr22	22484421	22509154
ENSG00000169548.3	ZNF280A	protein_coding	chr22	22513736	22520270
ENSG00000187792.4	ZNF70	protein_coding	chr22	23738678	23751092
ENSG00000100219.16	XBP1	protein_coding	chr22	28794555	28800597
ENSG00000100105.17	PATZ1	protein_coding	chr22	31325804	31346232
ENSG00000175329.12	ISX	protein_coding	chr22	35066136	35087387
ENSG00000100146.16	SOX10	protein_coding	chr22	37970686	37987422
ENSG00000185022.11	MAFF	protein_coding	chr22	38200767	38216511
ENSG00000128272.14	ATF4	protein_coding	chr22	39519695	39522685
ENSG00000167074.14	TEF	protein_coding	chr22	41367333	41399326
ENSG00000198911.11	SREBF2	protein_coding	chr22	41833079	41907308
ENSG00000100207.18	TCF20	protein_coding	chr22	42160013	42343616
ENSG00000186951.16	PPARA	protein_coding	chr22	46150521	46243756
ENSG00000100426.6	ZBED4	protein_coding	chr22	49853842	49890078
ENSG00000185960.14	SHOX	protein_coding	chrX	624344	659411
ENSG00000214717.11	ZBED1	protein_coding	chrX	2486414	2500967
ENSG00000230797.2	YY2	protein_coding	chrX	21855987	21858727
ENSG00000175809.5	CBLL2	protein_coding	chrX	22272943	22274461
ENSG00000005889.15	ZFX	protein_coding	chrX	24149173	24216255
ENSG00000004848.7	ARX	protein_coding	chrX	25003694	25016420
ENSG00000169297.7	NR0B1	protein_coding	chrX	30304206	30309598
ENSG00000251192.7	ZNF674	protein_coding	chrX	46497727	46545457
ENSG00000147117.7	ZNF157	protein_coding	chrX	47370583	47414305
ENSG00000147124.12	ZNF41	protein_coding	chrX	47445879	47482946
ENSG00000126767.17	ELK1	protein_coding	chrX	47635521	47650604
ENSG00000197779.13	ZNF81	protein_coding	chrX	47836902	48002561
ENSG00000147118.11	ZNF182	protein_coding	chrX	47974851	48003978
ENSG00000221994.10	ZNF630	protein_coding	chrX	47983356	48071658
ENSG00000102145.13	GATA1	protein_coding	chrX	48786554	48794311
ENSG00000068323.16	TFE3	protein_coding	chrX	49028726	49043486
ENSG00000049768.14	FOXP3	protein_coding	chrX	49250436	49264826
ENSG00000189299.6	FOXR2	protein_coding	chrX	55623400	55625325
ENSG00000102349.17	KLF8	protein_coding	chrX	56232421	56287889
ENSG00000198455.4	ZXDB	protein_coding	chrX	57591652	57597545
ENSG00000198205.6	ZXDA	protein_coding	chrX	57906708	57910820
